DATE,WIND,RAIN,T.MAX,T.MIN,T.MIN.G,IND_0,IND_1,IND_4,IND.1_0.0,IND.1_1.0,IND.1_2.0,IND.1_4.0,IND.2_0.0,IND.2_1.0,IND.2_2.0,IND.2_3.0,IND.2_4.0
1961-01-18,0.5870925255186038,0.1253731343283582,0.37918215613382894,0.535593220338983,0.6456953642384105,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-19,0.12216002634178466,0.013432835820895522,0.2490706319702602,0.4440677966101695,0.41059602649006616,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-20,0.10437932169904511,0.3208955223880597,0.34944237918215615,0.3694915254237288,0.29801324503311255,1,0,0,1,0,0,0,0,1,0,0,0
1961-01-21,0.2647349357918999,0.0029850746268656717,0.37918215613382894,0.4440677966101695,0.49006622516556286,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-22,0.3088574250905499,0.004477611940298507,0.2453531598513011,0.576271186440678,0.519867549668874,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-23,0.4511030622324662,0.0,0.2453531598513011,0.576271186440678,0.5496688741721854,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-24,0.6710569641093184,0.1417910447761194,0.2007434944237918,0.5050847457627119,0.4933774834437085,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-25,0.30457688508396447,0.0,0.16356877323420072,0.46440677966101696,0.5132450331125827,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-26,0.47184721764899573,0.01044776119402985,0.4869888475836431,0.46440677966101696,0.42384105960264895,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-27,0.5528482054659203,0.022388059701492536,0.46096654275092935,0.5152542372881356,0.5662251655629138,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-28,0.4033585775436286,0.0417910447761194,0.449814126394052,0.5525423728813559,0.4039735099337748,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-29,0.7243990780375371,0.09253731343283582,0.4721189591078066,0.5389830508474577,0.5165562913907285,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-30,0.4774448468883767,0.0208955223880597,0.29368029739776946,0.5152542372881356,0.5033112582781456,1,0,0,1,0,0,0,1,0,0,0,0
1961-01-31,0.4899571945999342,0.07014925373134329,0.27137546468401486,0.4610169491525424,0.4602649006622516,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-01,0.33486993743826143,0.03134328358208955,0.32713754646840143,0.42372881355932207,0.4039735099337748,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-02,0.358248271320382,0.0014925373134328358,0.3048327137546468,0.42372881355932207,0.509933774834437,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-03,0.2798814619690484,0.05970149253731343,0.3048327137546468,0.3694915254237288,0.3112582781456953,1,0,0,1,0,0,0,0,1,0,0,0
1961-02-04,0.4129074744813961,0.08507462686567165,0.42379182156133827,0.3898305084745763,0.4403973509933774,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-05,0.4596641422456372,0.12835820895522387,0.5055762081784386,0.5491525423728814,0.5463576158940396,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-06,0.631215014817254,0.007462686567164179,0.29368029739776946,0.4610169491525424,0.5264900662251655,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-07,0.4678959499506092,0.004477611940298507,0.43494423791821557,0.49830508474576274,0.49999999999999994,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-08,0.5432993085281528,0.06567164179104477,0.5464684014869887,0.5389830508474577,0.5562913907284768,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-09,0.47316430688179123,0.004477611940298507,0.43866171003717463,0.6067796610169491,0.5827814569536423,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-10,0.36483371748435955,0.011940298507462687,0.40148698884758355,0.6372881355932203,0.5794701986754967,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-11,0.5762265393480408,0.05223880597014925,0.42379182156133827,0.6372881355932203,0.6026490066225165,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-12,0.3855778729008891,0.0,0.5799256505576208,0.6305084745762712,0.619205298013245,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-13,0.5294698715837998,0.0,0.4758364312267657,0.688135593220339,0.6754966887417218,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-14,0.5090549884754693,0.0,0.49814126394052044,0.728813559322034,0.7317880794701985,1,0,0,1,0,0,0,1,0,0,0,0
1961-02-15,0.1702337833388212,0.0,0.516728624535316,0.4745762711864407,0.3675496688741722,1,0,0,1,0,0,0,1,0,0,0,0
